Node Numbers,X Locations (inches),Y Locations (inches),Z Locations (inches),Equivalent Elastic Strains (in/in),Equivalent Stress (psi),Max Principal Elastic Strain (in/in),Max Principal Stress (psi),Middle Principal Elastic Strain (in/in),Middle Principal Stress (psi),Min Principal Elastic Strain (in/in),Min Principal Stress (psi),Total Deformation (in)
1,2.7052,3.1452,0,0.00082359,8230.2,0.00037637,1062.4,0.00018399,-383,-0.00080245,-7794.8,0.051438
2,1.7916,3.0567,0,0.0008833,8826.9,0.00035718,-45.407,0.00016895,-1459.7,-0.00090036,-9494.1,0.019448
3,0.94542,3.6106,0,0.00071466,7141.6,0.00031675,562.98,0.0001428,-743.98,-0.0007087,-7141.9,0.0048744
4,3.206,2.1322,0,0.00054247,5420.9,0.0001993,187.21,0.00016142,-97.399,-0.00054038,-5370.4,0.072611
5,3.4551,3.3132,0,0.00056823,5678.4,0.00023641,382.89,0.00013674,-366.05,-0.00056423,-5632.8,0.08892
6,2.6884,2.5513,0,0.00081149,8109.3,0.0002866,69.856,0.00024199,-265.35,-0.00081429,-8201.8,0.04924
7,2.1801,3.2396,0,0.0012505,12496,0.00056664,1968.5,0.000324,145.43,-0.0012045,-11339,0.030953
8,16.57,3.0778,0,0.00018685,1867.2,5.9844e-05,-103.69,5.5224e-05,-138.4,-0.00019094,-1988,1.3927
9,4.6283,3.9062,0,0.00042847,4281.7,0.00017197,277.93,0.00011373,-159.7,-0.00042477,-4205.8,0.16024
10,2.1873,2.5942,0,0.0011301,11293,0.00043888,976.18,0.00034957,305.08,-0.0011068,-10637,0.029549
11,2.3708,2.7303,0,0.0010854,10847,0.00050007,1432.7,0.00023786,-537.47,-0.0010567,-10264,0.036719
12,3.8606,1.5508,0,0.0004325,4322.1,0.00017167,67.475,9.7694e-05,-488.32,-0.00043697,-4505.6,0.10631
13,3.8606,1.5508,0.1,0.0004325,4322.1,0.00043697,4505.6,-9.7694e-05,488.32,-0.00017167,-67.475,0.10631
14,2.3708,2.7303,0.1,0.0010854,10847,0.0010567,10264,-0.00023786,537.46,-0.00050007,-1432.7,0.036719
15,2.1873,2.5942,0.1,0.0011301,11293,0.0011068,10637,-0.00034957,-305.08,-0.00043889,-976.19,0.029549
16,4.6283,3.9062,0.1,0.00042847,4281.7,0.00042477,4205.8,-0.00011373,159.7,-0.00017197,-277.93,0.16024
17,16.57,3.0778,0.1,0.00018685,1867.2,0.00019094,1988,-5.5224e-05,138.4,-5.9844e-05,103.69,1.3927
18,2.1801,3.2396,0.1,0.0012505,12496,0.0012045,11339,-0.000324,-145.43,-0.00056664,-1968.5,0.030953
19,2.6884,2.5513,0.1,0.00081149,8109.3,0.00081429,8201.8,-0.00024199,265.35,-0.0002866,-69.856,0.04924
20,3.4551,3.3132,0.1,0.00056823,5678.4,0.00056423,5632.8,-0.00013674,366.05,-0.00023641,-382.89,0.08892
21,3.206,2.1322,0.1,0.00054247,5420.9,0.00054038,5370.4,-0.00016142,97.399,-0.0001993,-187.21,0.072611
22,0.94542,3.6106,0.1,0.00071466,7141.6,0.0007087,7141.9,-0.0001428,743.98,-0.00031675,-562.98,0.0048744
23,1.7916,3.0567,0.1,0.0008833,8826.9,0.00090036,9494.1,-0.00016895,1459.7,-0.00035718,45.408,0.019448
24,2.7052,3.1452,0.1,0.00082359,8230.2,0.00080245,7794.8,-0.00018399,383,-0.00037637,-1062.4,0.051438
25,2.1667,1,0.1,0.00054,5396.2,0.00055894,5998,-0.00011784,912.86,-0.00019451,336.81,0.012993
26,2.1667,1.5,0.1,0.00090303,9024.1,0.00092588,9714,-0.00024227,936.89,-0.00030552,461.69,0.018722
