Node Number	X Location (m)	Y Location (m)	Z Location (m)	Maximum Principal Elastic Strain (m/m)
522	0.18168	0.1138	1.27e-003	1.8307e-006
523	0.18842	0.1331	0.	2.586e-005
524	0.15802	0.13138	1.27e-003	3.4119e-006
525	0.16178	0.14189	0.	3.0396e-005
526	0.19707	7.6441e-002	0.	2.7628e-005
527	0.16189	7.6489e-002	0.	4.0132e-005
528	0.18075	7.6608e-002	1.27e-003	1.486e-006
529	0.39999	5.7084e-002	0.	8.0719e-006
530	0.38011	6.6388e-002	0.	9.1303e-006
531	0.38916	5.5415e-002	1.27e-003	7.1937e-007
532	0.42432	5.9278e-002	0.	6.3295e-006
533	0.4077	7.3851e-002	0.	7.2675e-006
534	0.41083	5.8754e-002	1.27e-003	2.0284e-008
535	0.45189	5.9978e-002	0.	5.1381e-006
536	0.43627	7.5155e-002	0.	5.7633e-006
537	0.43782	5.9802e-002	1.27e-003	8.1036e-008
538	0.48026	6.0262e-002	0.	3.8577e-006
539	0.46494	7.5531e-002	0.	4.4048e-006
540	0.46596	6.0154e-002	1.27e-003	2.2216e-007
541	0.50892	6.0459e-002	0.	2.8205e-006
542	0.49378	7.5707e-002	0.	3.2482e-006
543	0.49456	6.037e-002	1.27e-003	1.79e-007
544	0.53764	6.0541e-002	0.	2.062e-006
545	0.52266	7.5847e-002	0.	2.3653e-006
546	0.52329	6.0547e-002	1.27e-003	1.4039e-007
547	0.5515	7.5822e-002	0.	1.7372e-006
548	0.55199	6.0534e-002	1.27e-003	9.4075e-008
549	0.53653	9.1128e-002	0.	2.0851e-006
550	0.55102	9.1111e-002	1.27e-003	9.3805e-008
551	0.50752	9.1095e-002	0.	2.8532e-006
552	0.52204	9.1146e-002	1.27e-003	1.3762e-007
553	0.47846	9.0976e-002	0.	3.8691e-006
554	0.493	9.1044e-002	1.27e-003	1.7235e-007
555	0.44932	9.0708e-002	0.	5.1002e-006
556	0.46392	9.0908e-002	1.27e-003	2.3141e-007
557	0.41965	8.9728e-002	0.	6.722e-006
558	0.43473	9.0508e-002	1.27e-003	1.5676e-007
559	0.38781	8.3154e-002	0.	8.3517e-006
560	0.40457	8.8948e-002	1.27e-003	4.597e-007
561	0.35475	7.7592e-002	0.	1.0322e-005
562	0.37106	7.736e-002	1.27e-003	3.7188e-007
563	0.32314	7.7616e-002	0.	1.2578e-005
564	0.33843	7.7823e-002	1.27e-003	3.0969e-007
565	0.29261	7.6869e-002	0.	1.5306e-005
566	0.30785	7.7409e-002	1.27e-003	5.2471e-007
567	0.26171	7.6394e-002	0.	1.8646e-005
568	0.27737	7.6329e-002	1.27e-003	5.2159e-007
569	0.22972	7.6366e-002	0.	2.3083e-005
570	0.24605	7.6458e-002	1.27e-003	5.3523e-007
571	0.21339	7.6273e-002	1.27e-003	7.067e-007
572	0.14345	8.8606e-002	0.	4.2783e-005
573	0.14387	0.10084	1.27e-003	6.6283e-006
574	0.12511	0.10122	0.	6.2208e-005
575	8.5699e-002	2.387e-002	1.27e-003	7.2182e-007
576	9.3903e-002	2.4635e-002	0.	6.2934e-005
577	4.952e-002	4.1119e-002	0.	6.416e-005
578	6.5628e-002	4.8516e-002	1.27e-003	6.4505e-006
579	8.3868e-002	4.9658e-002	0.	7.6192e-005
580	3.3412e-002	3.3722e-002	1.27e-003	3.9836e-006
581	2.9469e-002	1.6861e-002	0.	6.8643e-005
582	1.6706e-002	3.2101e-002	0.	3.7551e-005
583	5.9784e-002	0.12495	0.	4.389e-005
584	7.7506e-002	0.12109	0.	5.3809e-005
585	7.0293e-002	0.12551	1.27e-003	3.2711e-006
586	7.3437e-002	0.13895	0.	3.8145e-005
587	4.9275e-002	0.1244	1.27e-003	1.9596e-006
588	5.0164e-002	0.1384	0.	4.4969e-005
589	8.7955e-002	0.11968	0.	5.8087e-005
590	9.119e-002	0.12268	1.27e-003	3.2534e-006
591	9.6649e-002	0.12484	0.	4.2634e-005
592	8.5876e-002	0.11108	0.	6.32e-005
593	8.7033e-002	0.10549	1.27e-003	1.0901e-005
594	9.457e-002	0.10354	0.	1.0405e-004
595	0.12263	2.4795e-002	1.27e-003	2.6153e-006
596	0.11449	2.5098e-002	0.	4.7414e-005
597	0.12563	6.9076e-002	0.	6.2679e-005
598	0.10824	6.1782e-002	1.27e-003	4.5656e-006
599	0.10729	5.6291e-002	0.	1.2094e-004
600	9.1163e-002	8.7056e-002	1.27e-003	3.8532e-006
601	9.6635e-002	9.4328e-002	0.	1.0837e-004
602	0.14302	7.637e-002	1.27e-003	5.4289e-006
603	8.472e-002	0.11667	1.27e-003	4.9921e-006
604	8.5876e-002	0.11108	2.54e-003	1.5372e-004
605	8.7955e-002	0.11968	2.54e-003	1.1445e-004
606	7.7506e-002	0.12109	2.54e-003	1.219e-004
607	0.12563	6.9076e-002	2.54e-003	1.6072e-004
608	0.14345	8.8606e-002	2.54e-003	1.1488e-004
609	0.16189	7.6489e-002	2.54e-003	1.0314e-004
610	0.14361	6.4313e-002	2.54e-003	1.148e-004
611	0.12728	7.9496e-002	2.54e-003	1.598e-004
612	7.716e-002	7.8814e-002	2.54e-003	1.7126e-004
613	8.2935e-002	9.2738e-002	2.54e-003	1.7271e-004
614	0.10136	8.484e-002	2.54e-003	1.8842e-004
615	9.6635e-002	9.4328e-002	2.54e-003	2.8631e-004
616	0.10144	6.472e-002	2.54e-003	1.924e-004
617	0.10729	5.6291e-002	2.54e-003	2.8904e-004
618	0.1248	2.0039e-002	2.54e-003	6.7378e-005
619	0.12677	2.9311e-002	2.54e-003	8.1822e-005
620	0.11449	2.5098e-002	2.54e-003	7.6099e-005
621	9.091e-002	0.1097	2.54e-003	1.7872e-004
622	8.087e-002	0.10195	2.54e-003	1.638e-004
623	9.457e-002	0.10354	2.54e-003	2.7867e-004
624	9.2989e-002	0.1183	2.54e-003	1.4309e-004
625	8.9727e-002	0.12946	2.54e-003	9.4737e-005
626	9.6649e-002	0.12484	2.54e-003	8.6423e-005
627	5.9784e-002	0.12495	2.54e-003	1.2149e-004
628	3.7123e-002	0.12357	2.54e-003	1.3255e-004
629	5.0701e-002	0.11039	2.54e-003	1.3363e-004
630	5.0164e-002	0.1384	2.54e-003	1.299e-004
631	7.9278e-002	0.13088	2.54e-003	9.8952e-005
632	7.25e-002	0.11196	2.54e-003	1.3432e-004
633	7.3437e-002	0.13895	2.54e-003	1.0564e-004
634	4.952e-002	4.1119e-002	2.54e-003	1.3927e-004
635	3.1673e-002	4.8951e-002	2.54e-003	1.383e-004
636	4.5318e-002	2.657e-002	2.54e-003	1.3003e-004
637	1.6706e-002	3.2101e-002	2.54e-003	1.3492e-004
638	2.9469e-002	1.6861e-002	2.54e-003	1.3526e-004
639	7.0866e-002	4.0681e-002	2.54e-003	1.3776e-004
640	6.4393e-002	5.9544e-002	2.54e-003	1.4928e-004
641	8.3868e-002	4.9658e-002	2.54e-003	2.4419e-004
642	8.0902e-002	2.8358e-002	2.54e-003	1.0812e-004
643	8.3462e-002	1.8651e-002	2.54e-003	9.0099e-005
644	9.3903e-002	2.4635e-002	2.54e-003	1.0793e-004
645	0.16278	0.10732	2.54e-003	9.3289e-005
646	0.13995	0.10916	2.54e-003	1.0187e-004
647	0.12511	0.10122	2.54e-003	2.0998e-004
648	0.22972	7.6366e-002	2.54e-003	6.4898e-005
649	0.19707	7.6441e-002	2.54e-003	7.6565e-005
650	0.21535	9.5161e-002	2.54e-003	6.9936e-005
651	0.21332	5.7562e-002	2.54e-003	7.0932e-005
652	0.26171	7.6394e-002	2.54e-003	5.4584e-005
653	0.24763	9.5306e-002	2.54e-003	5.8993e-005
654	0.24574	5.7554e-002	2.54e-003	5.9524e-005
655	0.29261	7.6869e-002	2.54e-003	4.5655e-005
656	0.27885	9.5294e-002	2.54e-003	4.9535e-005
657	0.27658	5.7479e-002	2.54e-003	5.0207e-005
658	0.32314	7.7616e-002	2.54e-003	3.7663e-005
659	0.30929	9.6046e-002	2.54e-003	4.1144e-005
660	0.30667	5.8286e-002	2.54e-003	4.1815e-005
661	0.35475	7.7592e-002	2.54e-003	2.9683e-005
662	0.33975	9.6514e-002	2.54e-003	3.3461e-005
663	0.33654	5.9498e-002	2.54e-003	3.4352e-005
664	0.38781	8.3154e-002	2.54e-003	2.2725e-005
665	0.38011	6.6388e-002	2.54e-003	2.3952e-005
666	0.37114	9.6621e-002	2.54e-003	2.5794e-005
667	0.36552	5.7125e-002	2.54e-003	2.7439e-005
668	0.41965	8.9728e-002	2.54e-003	1.7239e-005
669	0.4077	7.3851e-002	2.54e-003	1.9173e-005
670	0.40316	0.10401	2.54e-003	1.9986e-005
671	0.44932	9.0708e-002	2.54e-003	1.2431e-005
672	0.43627	7.5155e-002	2.54e-003	1.415e-005
673	0.43372	0.10582	2.54e-003	1.4802e-005
674	0.47846	9.0976e-002	2.54e-003	8.6035e-006
675	0.46494	7.5531e-002	2.54e-003	1.015e-005
676	0.46316	0.10618	2.54e-003	1.0395e-005
677	0.50752	9.1095e-002	2.54e-003	5.5426e-006
678	0.49378	7.5707e-002	2.54e-003	6.7818e-006
679	0.4924	0.10629	2.54e-003	6.891e-006
680	0.53653	9.1128e-002	2.54e-003	3.2258e-006
681	0.52266	7.5847e-002	2.54e-003	4.1229e-006
682	0.52158	0.1064	2.54e-003	4.1702e-006
683	0.5515	7.5822e-002	2.54e-003	2.2097e-006
684	0.55067	0.10642	2.54e-003	2.1992e-006
685	0.56561	9.1209e-002	2.54e-003	1.6485e-006
686	0.53764	6.0541e-002	2.54e-003	3.1505e-006
687	0.56639	6.0747e-002	2.54e-003	1.6123e-006
688	0.55246	4.538e-002	2.54e-003	2.1004e-006
689	0.50892	6.0459e-002	2.54e-003	5.4215e-006
690	0.52395	4.5314e-002	2.54e-003	3.9787e-006
691	0.48026	6.0262e-002	2.54e-003	8.4004e-006
692	0.49544	4.5162e-002	2.54e-003	6.5844e-006
693	0.45189	5.9978e-002	2.54e-003	1.1935e-005
694	0.467	4.4995e-002	2.54e-003	9.8747e-006
695	0.42432	5.9278e-002	2.54e-003	1.6104e-005
696	0.43894	4.4331e-002	2.54e-003	1.3716e-005
697	0.39999	5.7084e-002	2.54e-003	2.0418e-005
698	0.41211	4.3633e-002	2.54e-003	1.824e-005
699	0.38728	4.2927e-002	2.54e-003	2.2635e-005
700	0.18122	9.5206e-002	2.54e-003	8.1355e-005
701	0.1784	5.7715e-002	2.54e-003	8.3e-005
702	0.16985	0.12259	2.54e-003	8.2545e-005
703	0.14446	0.13509	2.54e-003	7.5841e-005
704	0.14702	0.12443	2.54e-003	9.1301e-005
705	0.16178	0.14189	2.54e-003	8.1708e-005
706	0.19949	0.11393	2.54e-003	7.4742e-005
707	0.18842	0.1331	2.54e-003	7.8203e-005
708	0.23325	0.1141	2.54e-003	6.4045e-005
709	0.22103	0.13322	2.54e-003	6.8194e-005
710	0.26477	0.11421	2.54e-003	5.3973e-005
711	0.25178	0.13328	2.54e-003	5.8335e-005
712	0.29553	0.11447	2.54e-003	4.5073e-005
713	0.28215	0.13333	2.54e-003	4.9063e-005
714	0.3259	0.11494	2.54e-003	3.7002e-005
715	0.31215	0.13354	2.54e-003	4.0669e-005
716	0.35615	0.11554	2.54e-003	2.9631e-005
717	0.34212	0.1338	2.54e-003	3.2814e-005
718	0.38649	0.11747	2.54e-003	2.3145e-005
719	0.372	0.13414	2.54e-003	2.5946e-005
720	0.41723	0.1201	2.54e-003	1.7642e-005
721	0.40206	0.13573	2.54e-003	2.0293e-005
722	0.44755	0.12129	2.54e-003	1.2817e-005
723	0.43234	0.13677	2.54e-003	1.506e-005
724	0.4771	0.12149	2.54e-003	8.7304e-006
725	0.46199	0.13692	2.54e-003	1.0528e-005
726	0.50646	0.1216	2.54e-003	5.5712e-006
727	0.4915	0.13697	2.54e-003	6.9377e-006
728	0.53572	0.1217	2.54e-003	3.1956e-006
729	0.52096	0.13703	2.54e-003	4.1429e-006
730	0.56511	0.12179	2.54e-003	1.5606e-006
731	0.55035	0.13707	2.54e-003	2.0949e-006
732	0.58006	0.10658	2.54e-003	9.6907e-007
733	0.57995	0.13712	2.54e-003	7.9369e-007
734	0.59475	0.12188	2.54e-003	6.7574e-007
735	0.5805	7.6134e-002	2.54e-003	1.0252e-006
736	0.5949	9.1374e-002	2.54e-003	8.2583e-007
737	0.58103	4.568e-002	2.54e-003	9.3335e-007
738	0.5952	6.096e-002	2.54e-003	8.1256e-007
739	2.5939e-002	0.10781	2.54e-003	1.3879e-004
740	1.2486e-002	0.12234	2.54e-003	1.3254e-004
741	2.5249e-002	0.13758	2.54e-003	1.3373e-004
742	0.5671	3.0313e-002	2.54e-003	1.4615e-006
743	0.59544	3.044e-002	2.54e-003	6.4193e-007
744	0.58146	1.52e-002	2.54e-003	7.2944e-007
745	0.53877	3.0153e-002	2.54e-003	2.9814e-006
746	0.5533	1.5113e-002	2.54e-003	1.9244e-006
747	0.51047	3.0016e-002	2.54e-003	5.1988e-006
748	0.52516	1.504e-002	2.54e-003	3.7945e-006
749	0.48219	2.9895e-002	2.54e-003	8.1216e-006
750	0.49705	1.4976e-002	2.54e-003	6.3459e-006
751	0.45405	2.9349e-002	2.54e-003	1.1728e-005
752	0.46892	1.4918e-002	2.54e-003	9.5819e-006
753	0.42673	2.8687e-002	2.54e-003	1.5923e-005
754	0.44096	1.443e-002	2.54e-003	1.3575e-005
755	0.39939	2.9476e-002	2.54e-003	2.05e-005
756	0.41364	1.4256e-002	2.54e-003	1.7994e-005
757	0.3727	3.3665e-002	2.54e-003	2.6112e-005
758	0.38567	1.522e-002	2.54e-003	2.3309e-005
759	0.34732	3.9031e-002	2.54e-003	3.2177e-005
760	0.35898	1.8445e-002	2.54e-003	2.935e-005
761	0.32007	4.0168e-002	2.54e-003	3.8581e-005
762	0.33233	2.0587e-002	2.54e-003	3.5389e-005
763	0.29064	3.8896e-002	2.54e-003	4.6425e-005
764	0.30377	1.9582e-002	2.54e-003	4.2861e-005
765	0.26061	3.8639e-002	2.54e-003	5.5189e-005
766	0.27495	1.9314e-002	2.54e-003	5.1236e-005
767	0.22934	3.875e-002	2.54e-003	6.5575e-005
768	0.24578	1.9325e-002	2.54e-003	6.0471e-005
769	0.19465	3.8835e-002	2.54e-003	7.7383e-005
770	0.21571	1.9425e-002	2.54e-003	7.0174e-005
771	0.16425	3.0857e-002	2.54e-003	8.2329e-005
772	0.16013	4.5539e-002	2.54e-003	9.468e-005
773	0.18314	1.941e-002	2.54e-003	8.0994e-005
774	0.1397	1.9088e-002	2.54e-003	7.6252e-005
775	0.14167	2.836e-002	2.54e-003	9.4384e-005
776	0.15735	1.1447e-002	2.54e-003	7.9888e-005
777	2.8421e-002	7.8527e-002	2.54e-003	1.4315e-004
778	3.9517e-002	9.4629e-002	2.54e-003	1.4034e-004
779	1.3454e-002	9.2157e-002	2.54e-003	1.4143e-004
780	4.6546e-002	6.7376e-002	2.54e-003	1.493e-004
781	1.4967e-002	6.257e-002	2.54e-003	1.4212e-004
782	5.7643e-002	8.3477e-002	2.54e-003	1.4629e-004
783	6.3417e-002	9.7401e-002	2.54e-003	1.46e-004
784	6.6664e-002	2.6132e-002	2.54e-003	1.2868e-004
785	6.9225e-002	1.6425e-002	2.54e-003	1.0868e-004
786	5.4139e-002	9.7088e-003	2.54e-003	1.2886e-004
787	0.12828	0.13331	2.54e-003	6.7485e-005
788	0.11863	0.13925	2.54e-003	5.3983e-005
789	0.13343	0.1456	2.54e-003	6.4773e-005
790	0.11665	1.3991e-002	2.54e-003	5.1022e-005
791	0.13063	7.641e-003	2.54e-003	6.7591e-005
792	8.9106e-002	3.5474e-002	2.54e-003	1.4115e-004
793	9.1667e-002	1.3066e-002	2.54e-003	7.0051e-005
794	7.8903e-002	6.7162e-003	2.54e-003	8.9826e-005
795	0.13084	0.12265	2.54e-003	8.1611e-005
796	0.116	0.12741	2.54e-003	8.6363e-005
797	0.12118	0.11589	2.54e-003	1.0988e-004
798	9.8448e-002	0.11411	2.54e-003	1.8194e-004
799	9.5185e-002	0.13797	2.54e-003	6.6872e-005
800	8.8804e-002	0.14432	2.54e-003	6.8127e-005
801	7.8897e-002	6.9115e-002	2.54e-003	1.7367e-004
802	0.13755	4.3042e-002	2.54e-003	1.0643e-004
803	0.11862	3.5964e-002	2.54e-003	1.1581e-004
804	0.12527	5.1529e-002	2.54e-003	2.4217e-004
805	0.10309	7.5141e-002	2.54e-003	1.9458e-004
806	9.8372e-002	5.9229e-002	2.54e-003	2.6481e-004
807	0.10895	9.2112e-002	2.54e-003	2.5501e-004
808	0.10634	1.905e-002	2.54e-003	6.4809e-005
809	0.10634	6.35e-003	2.54e-003	3.3831e-005
810	0.10634	1.27e-002	1.27e-003	3.5433e-006
811	0.10634	3.175e-002	2.54e-003	1.2719e-004
812	0.10634	2.54e-002	1.27e-003	2.3491e-005
813	0.10634	4.445e-002	2.54e-003	2.5441e-004
814	0.10634	3.81e-002	1.27e-003	1.1833e-005
815	0.10422	5.08e-002	2.54e-003	3.2201e-004
816	0.10634	5.08e-002	1.27e-003	2.449e-005
817	0.10211	4.445e-002	2.54e-003	2.4963e-004
818	0.10211	5.08e-002	1.27e-003	1.3379e-005
819	0.10211	3.175e-002	2.54e-003	1.5251e-004
820	0.10211	3.81e-002	1.27e-003	8.8293e-006
821	0.10211	1.905e-002	2.54e-003	9.5879e-005
822	0.10211	2.54e-002	1.27e-003	2.8903e-005
823	0.10211	6.35e-003	2.54e-003	4.7019e-005
824	0.10211	1.27e-002	1.27e-003	5.6926e-006
825	0.10634	0.13335	2.54e-003	8.087e-005
826	0.10634	0.14605	2.54e-003	3.9822e-005
827	0.10634	0.1397	1.27e-003	4.2255e-006
828	0.10634	0.12065	2.54e-003	1.2765e-004
829	0.10634	0.127	1.27e-003	2.077e-005
830	0.10634	0.10795	2.54e-003	2.2327e-004
831	0.10634	0.1143	1.27e-003	6.0656e-006
832	0.10422	0.1016	2.54e-003	3.1667e-004
833	0.10634	0.1016	1.27e-003	4.6771e-006
834	0.10211	0.10795	2.54e-003	2.5103e-004
835	0.10211	0.1016	1.27e-003	6.3747e-006
836	0.10211	0.12065	2.54e-003	1.4007e-004
837	0.10211	0.1143	1.27e-003	7.0166e-005
838	0.10211	0.13335	2.54e-003	6.3498e-005
839	0.10211	0.127	1.27e-003	1.4794e-005
840	0.10211	0.14605	2.54e-003	3.3588e-005
841	0.10211	0.1397	1.27e-003	7.3537e-006
842	0.12114	0.1524	2.54e-003	5.1293e-005
843	0.10634	0.1524	1.27e-003	4.0174e-006
844	0.15075	0.1524	2.54e-003	6.9913e-005
845	0.13594	0.1524	1.27e-003	1.7294e-006
846	0.18035	0.1524	2.54e-003	7.738e-005
847	0.16555	0.1524	1.27e-003	2.255e-006
848	0.20995	0.1524	2.54e-003	7.1744e-005
849	0.19515	0.1524	1.27e-003	2.282e-006
850	0.23956	0.1524	2.54e-003	6.2538e-005
851	0.22476	0.1524	1.27e-003	1.0136e-006
852	0.26916	0.1524	2.54e-003	5.348e-005
853	0.25436	0.1524	1.27e-003	8.1945e-007
854	0.29876	0.1524	2.54e-003	4.4729e-005
855	0.28396	0.1524	1.27e-003	8.4915e-007
856	0.32837	0.1524	2.54e-003	3.6562e-005
857	0.31357	0.1524	1.27e-003	8.4699e-007
858	0.35797	0.1524	2.54e-003	2.922e-005
859	0.34317	0.1524	1.27e-003	8.4888e-007
860	0.38757	0.1524	2.54e-003	2.3154e-005
861	0.37277	0.1524	1.27e-003	6.1199e-007
862	0.41718	0.1524	2.54e-003	1.7776e-005
863	0.40238	0.1524	1.27e-003	7.1319e-007
864	0.44678	0.1524	2.54e-003	1.2824e-005
865	0.43198	0.1524	1.27e-003	5.8805e-007
866	0.47638	0.1524	2.54e-003	8.7864e-006
867	0.46158	0.1524	1.27e-003	4.8003e-007
868	0.50599	0.1524	2.54e-003	5.5629e-006
869	0.49119	0.1524	1.27e-003	3.9526e-007
870	0.53559	0.1524	2.54e-003	3.0987e-006
871	0.52079	0.1524	1.27e-003	3.0549e-007
872	0.56519	0.1524	2.54e-003	1.3871e-006
873	0.55039	0.1524	1.27e-003	2.0042e-007
874	0.5948	0.1524	2.54e-003	4.1684e-007
875	0.58	0.1524	1.27e-003	1.0888e-007
876	0.6096	0.13716	2.54e-003	2.685e-007
877	0.6096	0.1524	1.27e-003	2.3311e-008
878	0.6096	0.10668	2.54e-003	5.2113e-007
879	0.6096	0.12192	1.27e-003	4.3053e-008
880	0.6096	7.62e-002	2.54e-003	6.0587e-007
881	0.6096	9.144e-002	1.27e-003	4.5219e-008
882	0.6096	4.572e-002	2.54e-003	5.1047e-007
883	0.6096	6.096e-002	1.27e-003	4.1471e-008
884	0.6096	1.524e-002	2.54e-003	2.5464e-007
885	0.6096	3.048e-002	1.27e-003	3.8101e-008
886	3.9968e-016	4.572e-002	2.54e-003	1.3884e-004
887	1.3323e-016	1.524e-002	2.54e-003	1.1412e-004
888	2.7006e-016	3.048e-002	1.27e-003	2.0556e-006
889	6.6613e-016	7.62e-002	2.54e-003	1.404e-004
890	5.4012e-016	6.096e-002	1.27e-003	1.2995e-006
891	9.3259e-016	0.10668	2.54e-003	1.3539e-004
892	8.1018e-016	9.144e-002	1.27e-003	1.0288e-006
893	1.199e-015	0.13716	2.54e-003	1.0951e-004
894	1.0802e-015	0.12192	1.27e-003	4.1793e-006
895	1.2764e-002	0.1524	2.54e-003	1.1048e-004
896	1.3323e-015	0.1524	1.27e-003	2.8332e-005
897	3.8291e-002	0.1524	2.54e-003	1.3165e-004
898	2.5527e-002	0.1524	1.27e-003	4.2163e-006
899	6.3818e-002	0.1524	2.54e-003	1.136e-004
900	5.1054e-002	0.1524	1.27e-003	1.5815e-006
901	8.2963e-002	0.1524	2.54e-003	7.5755e-005
902	7.6581e-002	0.1524	1.27e-003	4.4632e-006
903	9.5726e-002	0.1524	2.54e-003	3.6371e-005
904	8.9345e-002	0.1524	1.27e-003	2.2801e-006
905	0.10211	0.1524	1.27e-003	1.0413e-005
906	0.59562	0.	2.54e-003	3.7236e-007
907	0.6096	0.	1.27e-003	1.9439e-008
908	0.56766	0.	2.54e-003	1.2523e-006
909	0.58164	0.	1.27e-003	1.0152e-007
910	0.5397	0.	2.54e-003	2.7952e-006
911	0.55368	0.	1.27e-003	1.8856e-007
912	0.51174	0.	2.54e-003	4.9958e-006
913	0.52572	0.	1.27e-003	2.8576e-007
914	0.48379	0.	2.54e-003	7.8539e-006
915	0.49776	0.	1.27e-003	3.6994e-007
916	0.45583	0.	2.54e-003	1.1474e-005
917	0.46981	0.	1.27e-003	4.4644e-007
918	0.42787	0.	2.54e-003	1.5699e-005
919	0.44185	0.	1.27e-003	6.578e-007
920	0.39991	0.	2.54e-003	2.0872e-005
921	0.41389	0.	1.27e-003	7.5559e-007
922	0.37195	0.	2.54e-003	2.6583e-005
923	0.38593	0.	1.27e-003	8.6478e-007
924	0.34399	0.	2.54e-003	3.2645e-005
925	0.35797	0.	1.27e-003	6.0065e-007
926	0.31603	0.	2.54e-003	3.9753e-005
927	0.33001	0.	1.27e-003	7.2016e-007
928	0.28807	0.	2.54e-003	4.7757e-005
929	0.30205	0.	1.27e-003	7.8895e-007
930	0.26011	0.	2.54e-003	5.6569e-005
931	0.27409	0.	1.27e-003	8.286e-007
932	0.23216	0.	2.54e-003	6.5075e-005
933	0.24614	0.	1.27e-003	6.3854e-007
934	0.2042	0.	2.54e-003	7.3839e-005
935	0.21818	0.	1.27e-003	5.1051e-007
936	0.17624	0.	2.54e-003	7.8563e-005
937	0.19022	0.	1.27e-003	2.7495e-006
938	0.14828	0.	2.54e-003	6.9875e-005
939	0.16226	0.	1.27e-003	6.0252e-007
940	0.12032	0.	2.54e-003	5.2249e-005
941	0.1343	0.	1.27e-003	9.9677e-007
942	0.10634	0.	1.27e-003	4.5621e-006
943	8.9345e-002	4.5837e-032	2.54e-003	6.9113e-005
944	0.10211	5.2385e-032	1.27e-003	6.9743e-006
945	6.3818e-002	3.2741e-032	2.54e-003	1.0978e-004
946	7.6581e-002	0.	1.27e-003	1.2735e-006
947	3.8291e-002	1.9644e-032	2.54e-003	1.3462e-004
948	5.1054e-002	0.	1.27e-003	5.1792e-006
949	1.2764e-002	6.5482e-033	2.54e-003	1.1422e-004
950	2.5527e-002	0.	1.27e-003	2.9014e-006
951	0.	0.	1.27e-003	1.9281e-005
952	3.8291e-002	1.9644e-032	0.	5.0773e-005
953	1.2764e-002	6.5482e-033	0.	3.195e-005
954	6.3818e-002	3.2741e-032	0.	3.8783e-005
955	8.9345e-002	4.5837e-032	0.	2.4609e-005
956	0.10211	6.35e-003	0.	1.7556e-005
957	1.3323e-016	1.524e-002	0.	1.4159e-006
958	0.14828	0.	0.	2.302e-005
959	0.12032	0.	0.	1.8362e-005
960	0.17624	0.	0.	2.9694e-005
961	0.2042	0.	0.	2.5896e-005
962	0.23216	0.	0.	2.195e-005
963	0.26011	0.	0.	1.8616e-005
964	0.28807	0.	0.	1.5731e-005
965	0.31603	0.	0.	1.3225e-005
966	0.34399	0.	0.	1.1295e-005
967	0.37195	0.	0.	9.7724e-006
968	0.39991	0.	0.	7.8527e-006
969	0.42787	0.	0.	5.9781e-006
970	0.45583	0.	0.	4.695e-006
971	0.48379	0.	0.	3.5794e-006
972	0.51174	0.	0.	2.6118e-006
973	0.5397	0.	0.	1.8064e-006
974	0.56766	0.	0.	1.1668e-006
975	0.59562	0.	0.	6.8021e-007
976	0.10634	6.35e-003	0.	1.3145e-005
977	0.6096	1.524e-002	0.	6.2151e-007
978	8.2963e-002	0.1524	0.	3.052e-005
979	9.5726e-002	0.1524	0.	1.329e-005
980	6.3818e-002	0.1524	0.	3.8515e-005
981	3.8291e-002	0.1524	0.	5.3822e-005
982	1.2764e-002	0.1524	0.	3.374e-005
983	0.10211	0.14605	0.	1.3518e-005
984	1.199e-015	0.13716	0.	1.5048e-006
985	9.3259e-016	0.10668	0.	4.9303e-008
986	6.6613e-016	7.62e-002	0.	1.0197e-008
987	3.9968e-016	4.572e-002	0.	1.33e-009
988	0.6096	4.572e-002	0.	9.733e-007
989	0.6096	7.62e-002	0.	1.1644e-006
990	0.6096	0.10668	0.	9.6625e-007
991	0.6096	0.13716	0.	6.1536e-007
992	0.5948	0.1524	0.	6.9265e-007
993	0.56519	0.1524	0.	1.2078e-006
994	0.53559	0.1524	0.	1.8747e-006
995	0.50599	0.1524	0.	2.7132e-006
996	0.47638	0.1524	0.	3.7496e-006
997	0.44678	0.1524	0.	5.0228e-006
998	0.41718	0.1524	0.	6.7413e-006
999	0.38757	0.1524	0.	8.6363e-006
1000	0.35797	0.1524	0.	1.0684e-005
1001	0.32837	0.1524	0.	1.3042e-005
1002	0.29876	0.1524	0.	1.5435e-005
1003	0.26916	0.1524	0.	1.7895e-005
1004	0.23956	0.1524	0.	2.073e-005
1005	0.20995	0.1524	0.	2.5758e-005
1006	0.18035	0.1524	0.	3.0292e-005
1007	0.15075	0.1524	0.	2.4812e-005
1008	0.12114	0.1524	0.	1.8007e-005
1009	0.10634	0.14605	0.	1.4554e-005
1010	0.10211	0.12065	0.	1.2153e-004
1011	0.10211	0.10795	0.	1.4941e-004
1012	0.10211	0.13335	0.	2.9879e-005
1013	0.10422	0.1016	0.	9.566e-005
1014	0.10634	0.13335	0.	3.7421e-005
1015	0.10634	0.12065	0.	7.3819e-005
1016	0.10634	0.10795	0.	8.4406e-005
1017	0.10211	3.175e-002	0.	1.0231e-004
1018	0.10211	4.445e-002	0.	1.1144e-004
1019	0.10211	1.905e-002	0.	4.8411e-005
1020	0.10422	5.08e-002	0.	8.1412e-005
1021	0.10634	1.905e-002	0.	3.3326e-005
1022	0.10634	3.175e-002	0.	8.4912e-005
1023	0.10634	4.445e-002	0.	1.0331e-004
