Node Number	X Location (in)	Y Location (in)	Z Location (in)	Maximum Principal Stress (psi)
1	2.7052	3.1452	0.	1062.5
2	1.7916	3.0567	0.	-45.391
3	0.94542	3.6106	0.	562.98
4	3.206	2.1322	0.	187.23
5	3.4551	3.3132	0.	382.95
6	2.6884	2.5513	0.	69.888
7	2.1801	3.2396	0.	1968.5
8	16.571	3.0785	0.	-103.64
9	4.6283	3.9062	0.	277.86
10	2.1873	2.5942	0.	976.21
11	2.3708	2.7303	0.	1432.7
12	3.8606	1.5508	0.	67.467
13	3.8606	1.5508	0.1	4505.5
14	2.3708	2.7303	0.1	10264
15	2.1873	2.5942	0.1	10637
16	4.6283	3.9062	0.1	4205.8
17	16.571	3.0785	0.1	1987.9
18	2.1801	3.2396	0.1	11339
19	2.6884	2.5513	0.1	8201.9
20	3.4551	3.3132	0.1	5632.9
21	3.206	2.1322	0.1	5370.4
22	0.94542	3.6106	0.1	7141.9
23	1.7916	3.0567	0.1	9494.2
24	2.7052	3.1452	0.1	7794.9
25	2.1667	1.	0.1	5998.
26	2.1667	1.5	0.1	9714.
27	2.1667	2.	0.1	23114
28	2.	2.	0.1	24900
29	2.	1.5	0.1	12784
30	2.	1.	0.1	8715.3
31	2.1667	5.	0.1	7323.8
32	2.1667	4.5	0.1	11059
33	2.1667	4.	0.1	25391
34	2.	4.	0.1	18249
35	2.	4.5	0.1	11434
36	2.	5.	0.1	5305.9
37	2.1667	6.	0.1	4301.4
38	5.8056	6.	0.1	3537.6
39	9.4444	6.	0.1	2947.4
40	16.722	6.	0.1	1730.5
41	24.	6.	0.1	1196.6
42	24.	3.	0.1	1200.6
43	2.6226e-014	3.	0.1	6813.
44	3.937e-014	6.	0.1	3772.9
45	1.	6.	0.1	3310.4
46	2.	6.	0.1	4459.6
47	24.	0.	0.1	1037.3
48	18.178	0.	0.1	1493.
49	12.356	0.	0.1	2732.8
50	7.9889	0.	0.1	2845.1
51	5.0778	0.	0.1	3612.5
52	2.1667	0.	0.1	3900.8
53	2.	0.	0.1	3377.7
54	0.	0.	0.1	4454.6
55	2.	0.	0.	968.49
56	0.	0.	0.	-1868.8
57	5.0778	0.	0.	272.7
58	7.9889	0.	0.	113.42
59	12.356	0.	0.	246.84
60	18.178	0.	0.	393.19
61	2.1667	0.	0.	854.87
62	24.	0.	0.	-50.178
63	1.	6.	0.	1051.
64	2.	6.	0.	-787.15
65	3.937e-014	6.	0.	-1823.9
66	2.6226e-014	3.	0.	-3078.6
67	24.	3.	0.	-232.2
68	24.	6.	0.	-197.06
69	16.722	6.	0.	63.669
70	9.4444	6.	0.	-39.714
71	5.8056	6.	0.	-26.008
72	2.1667	6.	0.	771.21
73	2.	4.5	0.	1475.4
74	2.	5.	0.	-358.07
75	2.	4.	0.	-1767.4
76	2.1667	5.	0.	-175.69
77	2.1667	4.5	0.	-1074.
78	2.1667	4.	0.	-1144.9
79	2.	1.5	0.	54.056
80	2.	1.	0.	1246.5
81	2.	2.	0.	858.24
82	2.1667	1.	0.	-336.81
83	2.1667	1.5	0.	-461.68
84	2.1667	2.	0.	-2284.4
85	3.0801	3.2292	0.	713.73
86	2.6968	2.8482	0.	445.87
87	2.4426	3.1924	0.	1491.7
88	2.7052	3.1452	5.e-002	488.1
89	2.4359	3.5726	0.	-708.59
90	1.3685	3.3337	0.	-285.02
91	1.9858	3.1481	0.	890.62
92	1.9894	2.8254	0.	450.78
93	1.7916	3.0567	5.e-002	366.27
94	1.8958	2.5284	0.	-296.91
95	0.94542	3.6106	5.e-002	112.33
96	0.97271	4.8053	0.	806.32
97	0.47271	3.3053	0.	-1377.5
98	1.4727	4.0553	0.	994.87
99	1.4727	4.3053	0.	67.407
100	1.4727	3.8053	0.	-1100.8
101	1.4727	2.5553	0.	302.57
102	3.3306	2.7227	0.	150.71
103	2.9472	2.3417	0.	120.32
104	3.5333	1.8415	0.	69.625
105	3.206	2.1322	5.e-002	136.15
106	2.6864	1.8161	0.	-207.54
107	4.0417	3.6097	0.	115.05
108	3.4551	3.3132	5.e-002	119.82
109	2.8109	3.9066	0.	-710.41
110	2.5296	2.6408	0.	639.2
111	2.6884	2.5513	5.e-002	244.23
112	2.4275	2.2756	0.	-1258.9
113	2.2755	2.985	0.	904.51
114	2.1801	3.2396	5.e-002	268.36
115	2.0901	3.6198	0.	-156.51
116	16.571	3.0785	5.e-002	32.756
117	12.28	1.5392	0.	2.7783
118	14.463	1.5392	0.	67.961
119	17.374	1.5392	0.	129.2
120	20.286	3.0392	0.	-168.16
121	16.647	4.5392	0.	-24.909
122	4.2445	2.7285	0.	147.29
123	4.6283	3.9062	5.e-002	225.52
124	6.3086	1.9531	0.	194.07
125	5.2169	4.9531	0.	109.65
126	3.3975	4.4531	0.	34.148
127	2.279	2.6622	0.	862.74
128	2.1873	2.5942	5.e-002	453.01
129	2.177	2.2971	0.	-980.93
