Node Number	X Location (in)	Y Location (in)	Z Location (in)	Maximum Principal Elastic Strain (in/in)
1	1.0909	5.	0.	2.9933e-004
2	2.1818	5.	0.	1.9903e-004
3	3.2727	5.	0.	1.9298e-004
4	4.3636	5.	0.	1.7493e-004
5	5.4545	5.	0.	1.6115e-004
6	6.5455	5.	0.	1.4792e-004
7	7.6364	5.	0.	1.3587e-004
8	8.7273	5.	0.	1.2451e-004
9	9.8182	5.	0.	1.137e-004
10	10.909	5.	0.	1.0331e-004
11	12.	5.	0.	9.3717e-005
12	13.091	5.	0.	8.4561e-005
13	14.182	5.	0.	7.5516e-005
14	15.273	5.	0.	6.665e-005
15	16.364	5.	0.	5.8013e-005
16	17.455	5.	0.	4.9654e-005
17	18.545	5.	0.	4.1626e-005
18	19.636	5.	0.	3.3989e-005
19	20.727	5.	0.	2.6809e-005
20	21.818	5.	0.	2.0305e-005
21	22.909	5.	0.	1.5093e-005
22	1.0909	4.	0.	3.4672e-004
23	2.1818	4.	0.	2.1451e-004
24	3.2727	4.	0.	2.0491e-004
25	4.3636	4.	0.	1.8003e-004
26	5.4545	4.	0.	1.6412e-004
27	6.5455	4.	0.	1.497e-004
28	7.6364	4.	0.	1.3693e-004
29	8.7273	4.	0.	1.2511e-004
30	9.8182	4.	0.	1.1402e-004
31	10.909	4.	0.	1.0345e-004
32	12.	4.	0.	9.3297e-005
33	13.091	4.	0.	8.4021e-005
34	14.182	4.	0.	7.5131e-005
35	15.273	4.	0.	6.6377e-005
36	16.364	4.	0.	5.7849e-005
37	17.455	4.	0.	4.9636e-005
38	18.545	4.	0.	4.1845e-005
39	19.636	4.	0.	3.4624e-005
40	20.727	4.	0.	2.8202e-005
41	21.818	4.	0.	2.292e-005
42	22.909	4.	0.	1.925e-005
43	1.0909	3.	0.	3.515e-004
44	2.1818	3.	0.	2.1636e-004
45	3.2727	3.	0.	2.0773e-004
46	4.3636	3.	0.	1.8161e-004
47	5.4545	3.	0.	1.6493e-004
48	6.5455	3.	0.	1.5007e-004
49	7.6364	3.	0.	1.3714e-004
50	8.7273	3.	0.	1.2524e-004
51	9.8182	3.	0.	1.1409e-004
52	10.909	3.	0.	1.0349e-004
53	12.	3.	0.	9.3305e-005
54	13.091	3.	0.	8.3835e-005
55	14.182	3.	0.	7.5006e-005
56	15.273	3.	0.	6.6297e-005
57	16.364	3.	0.	5.7814e-005
58	17.455	3.	0.	4.9662e-005
59	18.545	3.	0.	4.1972e-005
60	19.636	3.	0.	3.4928e-005
61	20.727	3.	0.	2.8799e-005
62	21.818	3.	0.	2.393e-005
63	22.909	3.	0.	2.0657e-005
64	1.0909	2.	0.	3.4672e-004
65	2.1818	2.	0.	2.1451e-004
66	3.2727	2.	0.	2.0491e-004
67	4.3636	2.	0.	1.8003e-004
68	5.4545	2.	0.	1.6412e-004
69	6.5455	2.	0.	1.497e-004
70	7.6364	2.	0.	1.3693e-004
71	8.7273	2.	0.	1.2511e-004
72	9.8182	2.	0.	1.1402e-004
73	10.909	2.	0.	1.0345e-004
74	12.	2.	0.	9.3297e-005
75	13.091	2.	0.	8.4021e-005
76	14.182	2.	0.	7.5131e-005
77	15.273	2.	0.	6.6377e-005
78	16.364	2.	0.	5.7849e-005
79	17.455	2.	0.	4.9636e-005
80	18.545	2.	0.	4.1845e-005
81	19.636	2.	0.	3.4624e-005
82	20.727	2.	0.	2.8202e-005
83	21.818	2.	0.	2.292e-005
84	22.909	2.	0.	1.925e-005
85	1.0909	1.	0.	2.9933e-004
86	2.1818	1.	0.	1.9903e-004
87	3.2727	1.	0.	1.9298e-004
88	4.3636	1.	0.	1.7493e-004
89	5.4545	1.	0.	1.6115e-004
90	6.5455	1.	0.	1.4792e-004
91	7.6364	1.	0.	1.3587e-004
92	8.7273	1.	0.	1.2451e-004
93	9.8182	1.	0.	1.137e-004
94	10.909	1.	0.	1.0331e-004
95	12.	1.	0.	9.3717e-005
96	13.091	1.	0.	8.4561e-005
97	14.182	1.	0.	7.5516e-005
98	15.273	1.	0.	6.665e-005
99	16.364	1.	0.	5.8013e-005
100	17.455	1.	0.	4.9654e-005
101	18.545	1.	0.	4.1626e-005
102	19.636	1.	0.	3.3989e-005
103	20.727	1.	0.	2.6809e-005
104	21.818	1.	0.	2.0305e-005
105	22.909	1.	0.	1.5093e-005
106	22.909	1.	0.1	2.573e-005
107	21.818	1.	0.1	4.7619e-005
108	20.727	1.	0.1	7.0852e-005
109	19.636	1.	0.1	9.4874e-005
110	18.545	1.	0.1	1.1964e-004
111	17.455	1.	0.1	1.4513e-004
112	16.364	1.	0.1	1.7135e-004
113	15.273	1.	0.1	1.9827e-004
114	14.182	1.	0.1	2.2588e-004
115	13.091	1.	0.1	2.5419e-004
116	12.	1.	0.1	2.8315e-004
117	10.909	1.	0.1	3.1274e-004
118	9.8182	1.	0.1	3.4292e-004
119	8.7273	1.	0.1	3.7362e-004
120	7.6364	1.	0.1	4.0476e-004
121	6.5455	1.	0.1	4.3624e-004
122	5.4545	1.	0.1	4.6791e-004
123	4.3636	1.	0.1	4.9979e-004
124	3.2727	1.	0.1	5.2915e-004
125	2.1818	1.	0.1	5.5584e-004
126	1.0909	1.	0.1	5.4059e-004
127	22.909	2.	0.1	2.74e-005
128	21.818	2.	0.1	4.8816e-005
129	20.727	2.	0.1	7.142e-005
130	19.636	2.	0.1	9.4981e-005
131	18.545	2.	0.1	1.1948e-004
132	17.455	2.	0.1	1.4483e-004
133	16.364	2.	0.1	1.7095e-004
134	15.273	2.	0.1	1.9782e-004
135	14.182	2.	0.1	2.2537e-004
136	13.091	2.	0.1	2.5358e-004
137	12.	2.	0.1	2.8239e-004
138	10.909	2.	0.1	3.1172e-004
139	9.8182	2.	0.1	3.4145e-004
140	8.7273	2.	0.1	3.7141e-004
141	7.6364	2.	0.1	4.0129e-004
142	6.5455	2.	0.1	4.3066e-004
143	5.4545	2.	0.1	4.5886e-004
144	4.3636	2.	0.1	4.8525e-004
145	3.2727	2.	0.1	5.0787e-004
146	2.1818	2.	0.1	5.3738e-004
147	1.0909	2.	0.1	5.6625e-004
148	22.909	3.	0.1	2.7949e-005
149	21.818	3.	0.1	4.9278e-005
150	20.727	3.	0.1	7.1683e-005
151	19.636	3.	0.1	9.5079e-005
152	18.545	3.	0.1	1.1947e-004
153	17.455	3.	0.1	1.4475e-004
154	16.364	3.	0.1	1.7084e-004
155	15.273	3.	0.1	1.9767e-004
156	14.182	3.	0.1	2.252e-004
157	13.091	3.	0.1	2.5338e-004
158	12.	3.	0.1	2.8213e-004
159	10.909	3.	0.1	3.1136e-004
160	9.8182	3.	0.1	3.4093e-004
161	8.7273	3.	0.1	3.7061e-004
162	7.6364	3.	0.1	4.0001e-004
163	6.5455	3.	0.1	4.2856e-004
164	5.4545	3.	0.1	4.5536e-004
165	4.3636	3.	0.1	4.8017e-004
166	3.2727	3.	0.1	5.0204e-004
167	2.1818	3.	0.1	5.3256e-004
168	1.0909	3.	0.1	5.7348e-004
169	22.909	4.	0.1	2.74e-005
170	21.818	4.	0.1	4.8816e-005
171	20.727	4.	0.1	7.142e-005
172	19.636	4.	0.1	9.4981e-005
173	18.545	4.	0.1	1.1948e-004
174	17.455	4.	0.1	1.4483e-004
175	16.364	4.	0.1	1.7095e-004
176	15.273	4.	0.1	1.9782e-004
177	14.182	4.	0.1	2.2537e-004
178	13.091	4.	0.1	2.5358e-004
179	12.	4.	0.1	2.8239e-004
180	10.909	4.	0.1	3.1172e-004
181	9.8182	4.	0.1	3.4145e-004
182	8.7273	4.	0.1	3.7141e-004
183	7.6364	4.	0.1	4.0129e-004
184	6.5455	4.	0.1	4.3066e-004
185	5.4545	4.	0.1	4.5886e-004
186	4.3636	4.	0.1	4.8525e-004
187	3.2727	4.	0.1	5.0787e-004
188	2.1818	4.	0.1	5.3738e-004
189	1.0909	4.	0.1	5.6625e-004
190	22.909	5.	0.1	2.573e-005
191	21.818	5.	0.1	4.7619e-005
192	20.727	5.	0.1	7.0852e-005
193	19.636	5.	0.1	9.4874e-005
194	18.545	5.	0.1	1.1964e-004
195	17.455	5.	0.1	1.4513e-004
196	16.364	5.	0.1	1.7135e-004
197	15.273	5.	0.1	1.9827e-004
198	14.182	5.	0.1	2.2588e-004
199	13.091	5.	0.1	2.5419e-004
200	12.	5.	0.1	2.8315e-004
201	10.909	5.	0.1	3.1274e-004
202	9.8182	5.	0.1	3.4292e-004
203	8.7273	5.	0.1	3.7362e-004
204	7.6364	5.	0.1	4.0476e-004
205	6.5455	5.	0.1	4.3624e-004
206	5.4545	5.	0.1	4.6791e-004
207	4.3636	5.	0.1	4.9979e-004
208	3.2727	5.	0.1	5.2915e-004
209	2.1818	5.	0.1	5.5584e-004
210	1.0909	5.	0.1	5.4059e-004
211	1.0909	6.	0.1	5.614e-004
212	2.1818	6.	0.1	6.037e-004
213	3.2727	6.	0.1	5.6063e-004
214	4.3636	6.	0.1	5.1807e-004
215	5.4545	6.	0.1	4.7952e-004
216	6.5455	6.	0.1	4.4363e-004
217	7.6364	6.	0.1	4.0946e-004
218	8.7273	6.	0.1	3.7666e-004
219	9.8182	6.	0.1	3.4496e-004
220	10.909	6.	0.1	3.1417e-004
221	12.	6.	0.1	2.8423e-004
222	13.091	6.	0.1	2.5506e-004
223	14.182	6.	0.1	2.2665e-004
224	15.273	6.	0.1	1.9896e-004
225	16.364	6.	0.1	1.7199e-004
226	17.455	6.	0.1	1.4571e-004
227	18.545	6.	0.1	1.2009e-004
228	19.636	6.	0.1	9.5095e-005
229	20.727	6.	0.1	7.0637e-005
230	21.818	6.	0.1	4.6489e-005
231	22.909	6.	0.1	2.3184e-005
232	24.	6.	0.1	1.0157e-005
233	24.	5.	0.1	1.3864e-005
234	24.	4.	0.1	1.5948e-005
235	24.	3.	0.1	1.645e-005
236	24.	2.	0.1	1.5948e-005
237	24.	1.	0.1	1.3864e-005
238	24.	0.	0.1	1.0157e-005
239	22.909	0.	0.1	2.3184e-005
240	21.818	0.	0.1	4.6489e-005
241	20.727	0.	0.1	7.0637e-005
242	19.636	0.	0.1	9.5095e-005
243	18.545	0.	0.1	1.2009e-004
244	17.455	0.	0.1	1.4571e-004
245	16.364	0.	0.1	1.7199e-004
246	15.273	0.	0.1	1.9896e-004
247	14.182	0.	0.1	2.2665e-004
248	13.091	0.	0.1	2.5506e-004
249	12.	0.	0.1	2.8423e-004
250	10.909	0.	0.1	3.1417e-004
251	9.8182	0.	0.1	3.4496e-004
252	8.7273	0.	0.1	3.7666e-004
253	7.6364	0.	0.1	4.0946e-004
254	6.5455	0.	0.1	4.4363e-004
255	5.4545	0.	0.1	4.7952e-004
256	4.3636	0.	0.1	5.1807e-004
257	3.2727	0.	0.1	5.6063e-004
258	2.1818	0.	0.1	6.037e-004
259	1.0909	0.	0.1	5.614e-004
260	0.	0.	0.1	3.7377e-004
261	8.7419e-015	1.	0.1	5.102e-004
262	1.7484e-014	2.	0.1	5.4678e-004
263	2.6226e-014	3.	0.1	5.6159e-004
264	3.4968e-014	4.	0.1	5.4678e-004
265	4.371e-014	5.	0.1	5.102e-004
266	3.937e-014	6.	0.1	3.7377e-004
267	4.371e-014	5.	0.	2.1604e-006
268	3.4968e-014	4.	0.	1.9229e-006
269	2.6226e-014	3.	0.	1.0391e-007
270	1.7484e-014	2.	0.	1.9229e-006
271	8.7419e-015	1.	0.	2.1604e-006
272	3.937e-014	6.	0.	4.5487e-005
273	0.	0.	0.	4.5487e-005
274	1.0909	0.	0.	2.4638e-004
275	2.1818	0.	0.	2.0103e-004
276	3.2727	0.	0.	1.9162e-004
277	4.3636	0.	0.	1.7481e-004
278	5.4545	0.	0.	1.6123e-004
279	6.5455	0.	0.	1.4797e-004
280	7.6364	0.	0.	1.3587e-004
