Node Number	X Location (in)	Y Location (in)	Z Location (in)	Minimum Principal Elastic Strain (in/in)
1	4.9761	2.6256	0.	-2.2799e-004
2	5.3064	3.4007	0.	-1.802e-004
3	4.4597	2.5176	0.	-1.4128e-004
4	7.2557	2.8486	0.	-5.6107e-005
5	3.817	1.9456	0.	-1.0085e-004
6	5.3519	2.7385	0.	-1.7626e-004
7	5.1752	3.1292	0.	-1.9287e-004
8	5.1777	2.4602	0.	-2.4529e-004
9	20.878	3.	0.	-4.5214e-006
10	17.756	3.	0.	-1.3179e-005
11	14.505	3.0002	0.	-2.5771e-005
12	11.13	3.0564	0.	-3.1967e-005
13	7.4859	4.4677	0.	-6.5368e-005
14	2.2052	3.2914	0.	-1.2194e-004
15	4.7819	2.7305	0.	-1.739e-004
16	5.8166	2.766	0.	-1.3554e-004
17	8.3342	1.6463	0.	-5.1813e-005
18	8.3342	1.6463	0.1	-2.3315e-005
19	5.8166	2.766	0.1	-6.5128e-005
20	4.7819	2.7305	0.1	-8.2621e-005
21	2.2052	3.2914	0.1	-7.5693e-005
22	7.4859	4.4677	0.1	-3.6253e-005
23	11.13	3.0564	0.1	-1.4515e-005
24	14.505	3.0002	0.1	-9.1994e-006
25	17.756	3.	0.1	-5.0629e-006
26	20.878	3.	0.1	-2.2827e-006
27	5.1777	2.4602	0.1	-1.1237e-004
28	5.1752	3.1292	0.1	-8.3941e-005
29	5.3519	2.7385	0.1	-6.9681e-005
30	3.817	1.9456	0.1	-4.308e-005
31	7.2557	2.8486	0.1	-1.9385e-005
32	4.4597	2.5176	0.1	-6.607e-005
33	5.3064	3.4007	0.1	-7.8968e-005
34	4.9761	2.6256	0.1	-8.8903e-005
35	5.2667	5.	0.1	-2.9978e-005
36	5.2667	4.5	0.1	-2.9422e-005
37	5.2667	4.	0.1	-9.1581e-005
38	5.1	4.	0.1	-1.855e-004
39	5.1	4.5	0.1	-1.3352e-004
40	5.1	5.	0.1	-4.3153e-005
41	5.2667	1.	0.1	-2.4254e-005
42	5.2667	1.5	0.1	-5.8541e-005
43	5.2667	2.	0.1	-1.2018e-004
44	5.1	2.	0.1	-1.0828e-004
45	5.1	1.5	0.1	-5.3192e-005
46	5.1	1.	0.1	-2.5649e-005
47	5.2667	6.	0.1	-2.8313e-005
48	8.3889	6.	0.1	-2.5432e-005
49	11.511	6.	0.1	-1.2834e-005
50	14.633	6.	0.1	-1.006e-005
51	17.756	6.	0.1	-6.8452e-006
52	20.878	6.	0.1	-3.3201e-006
53	24.	6.	0.1	-1.3805e-006
54	24.	3.	0.1	-2.1121e-007
55	2.6226e-014	3.	0.1	-4.0221e-007
56	24.	0.	0.1	-1.3029e-006
57	20.878	0.	0.1	-2.5556e-006
58	17.756	0.	0.1	-5.3e-006
59	14.633	0.	0.1	-1.0321e-005
60	11.511	0.	0.1	-1.4234e-005
61	8.3889	0.	0.1	-1.9515e-005
62	5.2667	0.	0.1	-2.1441e-005
63	5.1	0.	0.1	-5.9244e-005
64	2.55	1.0919e-030	0.1	-7.1299e-005
65	0.	0.	0.1	-3.4531e-006
66	3.937e-014	6.	0.1	-8.759e-006
67	2.55	6.	0.1	-7.0404e-005
68	5.1	6.	0.1	-3.3446e-005
69	2.55	6.	0.	-1.1631e-004
70	5.1	6.	0.	-1.2263e-004
71	3.937e-014	6.	0.	-1.1152e-004
72	2.55	1.0919e-030	0.	-9.9059e-005
